Data_godzina	Pobor_[kWh]	Generowanie_[kWh]
08.04.2020 15:00	0,058	3,85
08.04.2020 16:00	0,086	2,67
08.04.2020 17:00	0,157	1,029
08.04.2020 18:00	1,663	0,121
08.04.2020 19:00	1,475	0
08.04.2020 20:00	1,249	0
08.04.2020 21:00	1,33	0
08.04.2020 22:00	1,369	0
08.04.2020 23:00	0,835	0
08.04.2020 00:00	1,069	0
09.04.2020 01:00	2,798	0
09.04.2020 02:00	0,44	0
09.04.2020 03:00	1,084	0
09.04.2020 04:00	0,805	0
09.04.2020 05:00	0,321	0
09.04.2020 06:00	1,032	0
09.04.2020 07:00	0,181	0,058
09.04.2020 08:00	0	0,866
09.04.2020 09:00	0,001	2,715
09.04.2020 10:00	0,342	4,053
09.04.2020 11:00	0,328	4,646
09.04.2020 12:00	0	5,427
09.04.2020 13:00	0,025	5,65
09.04.2020 14:00	0,102	4,956
09.04.2020 15:00	0	4,498
09.04.2020 16:00	0,112	2,991
09.04.2020 17:00	1,625	0,951
09.04.2020 18:00	1,633	0,087
09.04.2020 19:00	1,883	0
09.04.2020 20:00	1,626	0
09.04.2020 21:00	1,722	0
09.04.2020 22:00	1,126	0
09.04.2020 23:00	1,019	0
09.04.2020 00:00	0,858	0
10.04.2020 01:00	1,35	0
10.04.2020 02:00	1,379	0
10.04.2020 03:00	0,324	0
10.04.2020 04:00	0,345	0
10.04.2020 05:00	0,286	0
10.04.2020 06:00	0,542	0
10.04.2020 07:00	0,12	0,128
10.04.2020 08:00	0	0,767
10.04.2020 09:00	0	2,846
10.04.2020 10:00	0	4,6
10.04.2020 11:00	0	5,236
10.04.2020 12:00	0	5,754
10.04.2020 13:00	0	5,879
10.04.2020 14:00	0,073	4,741
10.04.2020 15:00	0,099	3,735
10.04.2020 16:00	0,285	2,657
10.04.2020 17:00	1,037	0,901
10.04.2020 18:00	0,353	0,121
10.04.2020 19:00	1,174	0,006
10.04.2020 20:00	1,123	0
10.04.2020 21:00	0,79	0
10.04.2020 22:00	0,8	0
10.04.2020 23:00	1,245	0
10.04.2020 00:00	1,019	0
11.04.2020 01:00	1,207	0
11.04.2020 02:00	1,295	0
11.04.2020 03:00	0,477	0
11.04.2020 04:00	0,419	0
11.04.2020 05:00	0,301	0
11.04.2020 06:00	0,324	0
11.04.2020 07:00	0,12	0,142
11.04.2020 08:00	0	0,934
11.04.2020 09:00	0	2,636
11.04.2020 10:00	0,103	3,979
11.04.2020 11:00	0,286	4,481
11.04.2020 12:00	0	5,624
11.04.2020 13:00	0,081	5,007
11.04.2020 14:00	0,174	4,581
11.04.2020 15:00	0,513	3,546
11.04.2020 16:00	1,854	2,042
11.04.2020 17:00	0,304	1,036
11.04.2020 18:00	0,611	0,038
11.04.2020 19:00	1,308	0,001
11.04.2020 20:00	2,781	0
11.04.2020 21:00	2,303	0
11.04.2020 22:00	1,007	0
11.04.2020 23:00	1,013	0
11.04.2020 00:00	1,339	0
12.04.2020 01:00	0,795	0
12.04.2020 02:00	1,625	0
12.04.2020 03:00	0,923	0
12.04.2020 04:00	0,384	0
12.04.2020 05:00	0,336	0
12.04.2020 06:00	0,371	0
12.04.2020 07:00	0,175	0,116
12.04.2020 08:00	0,177	0,787
12.04.2020 09:00	0	2,719
12.04.2020 10:00	0,019	3,949
12.04.2020 11:00	2,086	4,515
12.04.2020 12:00	0,591	5,124
12.04.2020 13:00	0,121	5,49
12.04.2020 14:00	0,04	5,132
12.04.2020 15:00	2,052	3,985
12.04.2020 16:00	1,527	2,246
12.04.2020 17:00	0,664	1,194
12.04.2020 18:00	0,621	0,26
12.04.2020 19:00	0,82	0,011
12.04.2020 20:00	0,877	0
12.04.2020 21:00	1,036	0
12.04.2020 22:00	0,858	0
12.04.2020 23:00	0,912	0
12.04.2020 00:00	1,391	0
13.04.2020 01:00	1,362	0
13.04.2020 02:00	0,417	0
13.04.2020 03:00	0,47	0
13.04.2020 04:00	0,383	0
13.04.2020 05:00	0,392	0
13.04.2020 06:00	0,33	0
13.04.2020 07:00	0,258	0,03
13.04.2020 08:00	0,06	0,374
13.04.2020 09:00	0	2,279
13.04.2020 10:00	0,032	4,191
13.04.2020 11:00	0,015	3,7
13.04.2020 12:00	0,031	2,792
13.04.2020 13:00	0,753	2,065
13.04.2020 14:00	0,069	2,218
13.04.2020 15:00	0,886	1,981
13.04.2020 16:00	0,74	0,172
13.04.2020 17:00	0,771	0,15
13.04.2020 18:00	1,198	0,011
13.04.2020 19:00	1,277	0,017
13.04.2020 20:00	1,177	0
13.04.2020 21:00	1,057	0
13.04.2020 22:00	1,007	0
13.04.2020 23:00	1,311	0
13.04.2020 00:00	1,851	0
14.04.2020 01:00	2,589	0
14.04.2020 02:00	0,699	0
14.04.2020 03:00	0,786	0
14.04.2020 04:00	0,339	0
14.04.2020 05:00	0,28	0
14.04.2020 06:00	0,303	0
14.04.2020 07:00	0,148	0,111
14.04.2020 08:00	0,097	0,997
14.04.2020 09:00	0,043	2,317
14.04.2020 10:00	0,778	1,913
14.04.2020 11:00	0,127	3,927
14.04.2020 12:00	0,685	3,064
14.04.2020 13:00	0,845	2,297
14.04.2020 14:00	0,161	4,025
14.04.2020 15:00	0,008	3,925
14.04.2020 16:00	0,869	2,215
14.04.2020 17:00	1,43	0,538
14.04.2020 18:00	1,049	0,26
14.04.2020 19:00	0,38	0,058
14.04.2020 20:00	0,702	0
14.04.2020 21:00	1,558	0
14.04.2020 22:00	1,256	0
14.04.2020 23:00	1,328	0
14.04.2020 00:00	2,062	0
15.04.2020 01:00	1,92	0
15.04.2020 02:00	1,357	0
15.04.2020 03:00	0,362	0
15.04.2020 04:00	0,315	0
15.04.2020 05:00	0,36	0
15.04.2020 06:00	0,322	0
15.04.2020 07:00	0,135	0,085
15.04.2020 08:00	0,007	0,781
15.04.2020 09:00	0,27	2,027
15.04.2020 10:00	0,219	3,042
15.04.2020 11:00	0,193	2,777
15.04.2020 12:00	0,338	1,364
15.04.2020 13:00	1,089	2,11
15.04.2020 14:00	0,829	2,146
15.04.2020 15:00	0,176	2,916
15.04.2020 16:00	0,228	1,937
15.04.2020 17:00	0,228	1,299
15.04.2020 18:00	0,365	0,203
15.04.2020 19:00	0,554	0,022
15.04.2020 20:00	0,729	0,003
15.04.2020 21:00	1,251	0
15.04.2020 22:00	1,253	0
15.04.2020 23:00	1,488	0
15.04.2020 00:00	1,45	0
16.04.2020 01:00	2,796	0
16.04.2020 02:00	1,979	0
16.04.2020 03:00	1,811	0
16.04.2020 04:00	0,564	0
16.04.2020 05:00	0,95	0
16.04.2020 06:00	0,712	0
16.04.2020 07:00	0,138	0,162
16.04.2020 08:00	0,079	0,944
16.04.2020 09:00	0,04	2,816
16.04.2020 10:00	0,037	4,596
16.04.2020 11:00	0,161	4,192
16.04.2020 12:00	0,03	5,269
16.04.2020 13:00	0	5,968
16.04.2020 14:00	0,046	5,276
16.04.2020 15:00	0,299	3,963
16.04.2020 16:00	0,002	3,179
16.04.2020 17:00	0,58	1,121
16.04.2020 18:00	0,065	0,289
16.04.2020 19:00	0,465	0,08
16.04.2020 20:00	1,073	0,002
16.04.2020 21:00	0,847	0
16.04.2020 22:00	0,917	0
16.04.2020 23:00	0,961	0
16.04.2020 00:00	2,181	0
17.04.2020 01:00	1,384	0
17.04.2020 02:00	0,446	0
17.04.2020 03:00	0,468	0
17.04.2020 04:00	0,475	0
17.04.2020 05:00	0,404	0
17.04.2020 06:00	1,546	0
17.04.2020 07:00	0,065	0,226
17.04.2020 08:00	0	0,89
17.04.2020 09:00	0,234	2,484
17.04.2020 10:00	0,001	4,093
17.04.2020 11:00	0	5,309
17.04.2020 12:00	0,012	5,049
17.04.2020 13:00	0,001	5,602
17.04.2020 14:00	0	3,88
17.04.2020 15:00	0,126	2,917
17.04.2020 16:00	0,573	1,169
17.04.2020 17:00	0,091	0,465
17.04.2020 18:00	0,216	0,326
17.04.2020 19:00	1,142	0,042
17.04.2020 20:00	1,4	0,008
17.04.2020 21:00	1,157	0
17.04.2020 22:00	1,235	0
17.04.2020 23:00	0,957	0
17.04.2020 00:00	0,961	0
18.04.2020 01:00	2,434	0
18.04.2020 02:00	2,293	0
18.04.2020 03:00	0,389	0
18.04.2020 04:00	0,427	0
18.04.2020 05:00	0,321	0
18.04.2020 06:00	0,57	0
18.04.2020 07:00	0,09	0,217
18.04.2020 08:00	0	1,031
18.04.2020 09:00	0	2,976
18.04.2020 10:00	0	4,698
18.04.2020 11:00	0	5,155
18.04.2020 12:00	0,048	5,291
18.04.2020 13:00	0,051	5,205
18.04.2020 14:00	0	5,291
18.04.2020 15:00	0	4,493
18.04.2020 16:00	0,002	3,139
18.04.2020 17:00	1,516	0,84
18.04.2020 18:00	1,691	0,047
18.04.2020 19:00	1,29	0
18.04.2020 20:00	1,025	0
18.04.2020 21:00	1,317	0
18.04.2020 22:00	0,79	0
18.04.2020 23:00	0,727	0
18.04.2020 00:00	1,767	0
19.04.2020 01:00	1,078	0
19.04.2020 02:00	1,035	0
19.04.2020 03:00	0,316	0
19.04.2020 04:00	0,321	0
19.04.2020 05:00	0,384	0
19.04.2020 06:00	0,641	0
19.04.2020 07:00	0,202	0,043
19.04.2020 08:00	0,025	0,329
19.04.2020 09:00	0,003	0,443
19.04.2020 10:00	0,004	2,511
19.04.2020 11:00	0,623	1,501
19.04.2020 12:00	0,328	1,015
19.04.2020 13:00	0,129	3,741
19.04.2020 14:00	0,015	3,788
19.04.2020 15:00	0,09	3,572
19.04.2020 16:00	0,045	2,671
19.04.2020 17:00	0,079	1,144
19.04.2020 18:00	0,553	0,159
19.04.2020 19:00	0,797	0
19.04.2020 20:00	1,118	0
19.04.2020 21:00	1,164	0
19.04.2020 22:00	1,019	0
19.04.2020 23:00	1,484	0
19.04.2020 00:00	1,389	0
20.04.2020 01:00	0,615	0
20.04.2020 02:00	0,614	0
20.04.2020 03:00	1,129	0
20.04.2020 04:00	0,37	0
20.04.2020 05:00	0,388	0
20.04.2020 06:00	0,359	0
20.04.2020 07:00	0,204	0,139
20.04.2020 08:00	0	1,085
20.04.2020 09:00	0	3
20.04.2020 10:00	0	4,841
20.04.2020 11:00	0,031	4,968
20.04.2020 12:00	0,032	5,708
20.04.2020 13:00	0	5,942
20.04.2020 14:00	0	5,838
20.04.2020 15:00	0	4,751
20.04.2020 16:00	0,225	3,143
20.04.2020 17:00	0,196	1,411
20.04.2020 18:00	0,26	0,259
20.04.2020 19:00	0,654	0,058
20.04.2020 20:00	0,817	0,003
20.04.2020 21:00	0,646	0
20.04.2020 22:00	0,877	0
20.04.2020 23:00	0,768	0
20.04.2020 00:00	0,806	0
21.04.2020 01:00	0,638	0
21.04.2020 02:00	0,535	0
21.04.2020 03:00	0,502	0
21.04.2020 04:00	0,644	0
21.04.2020 05:00	0,413	0
21.04.2020 06:00	0,317	0
21.04.2020 07:00	0,097	0,219
21.04.2020 08:00	0	1,059
21.04.2020 09:00	0	2,919
21.04.2020 10:00	0	4,739
21.04.2020 11:00	0	5,486
21.04.2020 12:00	0	5,957
21.04.2020 13:00	0,084	5,392
21.04.2020 14:00	0,054	5,398
21.04.2020 15:00	0	4,988
21.04.2020 16:00	0,101	3,279
21.04.2020 17:00	0,054	1,606
21.04.2020 18:00	0,325	0,361
21.04.2020 19:00	0,887	0,015
21.04.2020 20:00	0,808	0,005
21.04.2020 21:00	0,816	0
21.04.2020 22:00	1,334	0
21.04.2020 23:00	0,806	0
21.04.2020 00:00	1,903	0
22.04.2020 01:00	0,925	0
22.04.2020 02:00	0,389	0
22.04.2020 03:00	0,307	0
22.04.2020 04:00	1,225	0
22.04.2020 05:00	0,904	0
22.04.2020 06:00	0,359	0
22.04.2020 07:00	0,092	0,192
22.04.2020 08:00	0	1,036
22.04.2020 09:00	0	2,903
22.04.2020 10:00	0,301	4,02
22.04.2020 11:00	0,112	3,459
22.04.2020 12:00	0,001	2,783
22.04.2020 13:00	0,486	3,642
22.04.2020 14:00	0,174	3,76
22.04.2020 15:00	0,319	3,017
22.04.2020 16:00	0,046	2,259
22.04.2020 17:00	0,06	1,384
22.04.2020 18:00	0,157	0,302
22.04.2020 19:00	0,779	0,002
22.04.2020 20:00	0,853	0
22.04.2020 21:00	1,231	0
22.04.2020 22:00	1,683	0
22.04.2020 23:00	1,171	0
22.04.2020 00:00	1,081	0
23.04.2020 01:00	1,234	0
23.04.2020 02:00	1,705	0
23.04.2020 03:00	0,36	0
23.04.2020 04:00	0,414	0
23.04.2020 05:00	0,79	0
23.04.2020 06:00	1,113	0
23.04.2020 07:00	0,077	0,239
23.04.2020 08:00	0	1,04
23.04.2020 09:00	0	2,717
23.04.2020 10:00	0,118	3,969
23.04.2020 11:00	0,04	4,465
23.04.2020 12:00	0,094	4,898
23.04.2020 13:00	0	5,481
23.04.2020 14:00	0	4,38
23.04.2020 15:00	0	3,874
23.04.2020 16:00	0,209	2,344
23.04.2020 17:00	0,005	1,272
23.04.2020 18:00	0,422	0,154
23.04.2020 19:00	0,69	0,01
23.04.2020 20:00	1,41	0
23.04.2020 21:00	2,655	0
23.04.2020 22:00	1,02	0
23.04.2020 23:00	2,043	0
23.04.2020 00:00	1,297	0
24.04.2020 01:00	1,357	0
24.04.2020 02:00	0,381	0
24.04.2020 03:00	0,442	0
24.04.2020 04:00	0,375	0
24.04.2020 05:00	0,385	0
24.04.2020 06:00	0,288	0
24.04.2020 07:00	0,05	0,282
24.04.2020 08:00	0	0,977
24.04.2020 09:00	0,013	2,436
24.04.2020 10:00	0,116	4,355
24.04.2020 11:00	0,022	5,012
24.04.2020 12:00	0	5,273
24.04.2020 13:00	0,068	4,03
24.04.2020 14:00	0,729	2,826
24.04.2020 15:00	0,326	2,909
24.04.2020 16:00	0	2,889
24.04.2020 17:00	0,039	1,467
24.04.2020 18:00	0,089	0,406
24.04.2020 19:00	0,305	0,082
24.04.2020 20:00	0,632	0
24.04.2020 21:00	0,753	0
24.04.2020 22:00	0,823	0
24.04.2020 23:00	0,714	0
24.04.2020 00:00	0,766	0
25.04.2020 01:00	1,646	0
25.04.2020 02:00	0,328	0
25.04.2020 03:00	0,82	0
25.04.2020 04:00	0,524	0
25.04.2020 05:00	0,378	0
25.04.2020 06:00	0,343	0
25.04.2020 07:00	0,097	0,173
25.04.2020 08:00	0	0,812
25.04.2020 09:00	0	2,689
25.04.2020 10:00	0	4,414
25.04.2020 11:00	0,19	1,507
25.04.2020 12:00	0,371	3,08
25.04.2020 13:00	0,032	3,507
25.04.2020 14:00	0,036	1,939
25.04.2020 15:00	0,224	1,132
25.04.2020 16:00	1,511	0,204
25.04.2020 17:00	1,142	0,64
25.04.2020 18:00	0,607	0,083
25.04.2020 19:00	1,552	0
25.04.2020 20:00	1,662	0
25.04.2020 21:00	2,331	0
25.04.2020 22:00	1,397	0
25.04.2020 23:00	1,236	0
25.04.2020 00:00	1,69	0
26.04.2020 01:00	1,769	0
26.04.2020 02:00	1,585	0
26.04.2020 03:00	0,569	0
26.04.2020 04:00	1,181	0
26.04.2020 05:00	1,175	0
26.04.2020 06:00	0,403	0
26.04.2020 07:00	0,108	0,238
26.04.2020 08:00	0	0,852
26.04.2020 09:00	0,127	2,651
26.04.2020 10:00	0,624	2,089
26.04.2020 11:00	0	3,306
26.04.2020 12:00	0,054	4,225
26.04.2020 13:00	0,684	3,385
26.04.2020 14:00	0,806	1,631
26.04.2020 15:00	0,321	0,786
26.04.2020 16:00	0,514	0,383
26.04.2020 17:00	0,932	0,469
26.04.2020 18:00	1,525	0,184
26.04.2020 19:00	0,618	0,074
26.04.2020 20:00	1,169	0
26.04.2020 21:00	1,276	0
26.04.2020 22:00	1,906	0
26.04.2020 23:00	1,502	0
26.04.2020 00:00	1,555	0
27.04.2020 01:00	1,15	0
27.04.2020 02:00	1,57	0
27.04.2020 03:00	1,89	0
27.04.2020 04:00	1,633	0
27.04.2020 05:00	0,796	0
27.04.2020 06:00	0,99	0
27.04.2020 07:00	0,048	0,327
27.04.2020 08:00	0,001	1,091
27.04.2020 09:00	0	2,71
27.04.2020 10:00	0,089	4,303
27.04.2020 11:00	0,012	4,654
27.04.2020 12:00	0,053	4,549
27.04.2020 13:00	0,139	4,259
27.04.2020 14:00	0,001	4,89
27.04.2020 15:00	0,014	4,824
27.04.2020 16:00	0	3,162
27.04.2020 17:00	0,013	1,248
27.04.2020 18:00	0,343	0,14
27.04.2020 19:00	0,662	0,005
27.04.2020 20:00	1,331	0
27.04.2020 21:00	1,942	0
27.04.2020 22:00	1,939	0
27.04.2020 23:00	1,207	0
27.04.2020 00:00	0,945	0
28.04.2020 01:00	2,52	0
28.04.2020 02:00	0,599	0
28.04.2020 03:00	1,336	0
28.04.2020 04:00	1,114	0
28.04.2020 05:00	1,543	0
28.04.2020 06:00	0,421	0
28.04.2020 07:00	0,054	0,268
28.04.2020 08:00	0,038	1,172
28.04.2020 09:00	0	2,976
28.04.2020 10:00	0	4,586
28.04.2020 11:00	0	5,243
28.04.2020 12:00	0,003	5,162
28.04.2020 13:00	0,016	2,759
28.04.2020 14:00	0,25	3,598
28.04.2020 15:00	0,001	3,912
28.04.2020 16:00	0,148	0,501
28.04.2020 17:00	0,3	0,268
28.04.2020 18:00	0,317	0,189
28.04.2020 19:00	0,652	0,071
28.04.2020 20:00	0,54	0,013
28.04.2020 21:00	0,693	0
28.04.2020 22:00	0,96	0
28.04.2020 23:00	1,056	0
28.04.2020 00:00	7,223	0
29.04.2020 01:00	1,193	0
29.04.2020 02:00	0,925	0
29.04.2020 03:00	0,733	0
29.04.2020 04:00	1,272	0
29.04.2020 05:00	0,358	0
29.04.2020 06:00	0,337	0,005
29.04.2020 07:00	0,057	0,259
29.04.2020 08:00	0,13	0,705
29.04.2020 09:00	0,001	2,05
29.04.2020 10:00	0	2,79
29.04.2020 11:00	0	3,247
29.04.2020 12:00	0,396	3,403
29.04.2020 13:00	0,801	2,53
29.04.2020 14:00	0,518	2,705
29.04.2020 15:00	0,001	3,094
29.04.2020 16:00	0,657	0,089
29.04.2020 17:00	1,052	0,001
29.04.2020 18:00	0,286	0,211
29.04.2020 19:00	0,397	0,001
29.04.2020 20:00	1,156	0
29.04.2020 21:00	1,237	0
29.04.2020 22:00	0,961	0
29.04.2020 23:00	2,108	0
29.04.2020 00:00	1,162	0
30.04.2020 01:00	0,73	0
30.04.2020 02:00	0,954	0
30.04.2020 03:00	1,177	0
30.04.2020 04:00	0,377	0
30.04.2020 05:00	0,439	0
30.04.2020 06:00	0,332	0
30.04.2020 07:00	0,1	0,143
30.04.2020 08:00	0,221	0,72
30.04.2020 09:00	0,004	2,721
30.04.2020 10:00	0	3,734
30.04.2020 11:00	0,016	4,486
30.04.2020 12:00	0,126	4,522
30.04.2020 13:00	0,309	3,352
30.04.2020 14:00	0	5,23
30.04.2020 15:00	0	3,206
30.04.2020 16:00	0,26	1,082
30.04.2020 17:00	0,137	0,982
30.04.2020 18:00	1,199	0,33
30.04.2020 19:00	0,799	0,05
30.04.2020 20:00	0,782	0
30.04.2020 21:00	1,141	0
30.04.2020 22:00	1,237	0
30.04.2020 23:00	0,805	0
30.04.2020 00:00	0,703	0
01.05.2020 01:00	2,657	0
01.05.2020 02:00	2,025	0
01.05.2020 03:00	1,575	0
01.05.2020 04:00	0,481	0
01.05.2020 05:00	0,48	0
01.05.2020 06:00	0,503	0
01.05.2020 07:00	0,501	0,001
01.05.2020 08:00	0,842	0,477
01.05.2020 09:00	0,346	1,92
01.05.2020 10:00	0	3,876
01.05.2020 11:00	0,301	3,121
01.05.2020 12:00	0,205	5,347
01.05.2020 13:00	0,135	5,161
01.05.2020 14:00	0	5,503
01.05.2020 15:00	0	4,121
01.05.2020 16:00	0,857	0,947
01.05.2020 17:00	0,166	0,86
01.05.2020 18:00	0,565	0,358
01.05.2020 19:00	1,803	0,01
01.05.2020 20:00	1,425	0
01.05.2020 21:00	2,201	0
01.05.2020 22:00	1,892	0
01.05.2020 23:00	2,247	0
01.05.2020 00:00	2,402	0
02.05.2020 01:00	1,324	0
02.05.2020 02:00	0,503	0
02.05.2020 03:00	1,434	0
02.05.2020 04:00	1,45	0
02.05.2020 05:00	1,055	0
02.05.2020 06:00	0,405	0,017
02.05.2020 07:00	0,168	0,031
02.05.2020 08:00	0,34	0,098
02.05.2020 09:00	3,858	0,344
02.05.2020 10:00	1,112	2,389
02.05.2020 11:00	0,379	3,288
02.05.2020 12:00	0,055	2,843
02.05.2020 13:00	0,164	1,541
02.05.2020 14:00	0,025	2,7
02.05.2020 15:00	0,063	2,933
02.05.2020 16:00	0,76	1,397
02.05.2020 17:00	1,241	0,253
02.05.2020 18:00	0,526	0,038
02.05.2020 19:00	1,588	0,015
02.05.2020 20:00	1,12	0
02.05.2020 21:00	1,243	0
02.05.2020 22:00	5,792	0
02.05.2020 23:00	1,311	0
02.05.2020 00:00	4,168	0
03.05.2020 01:00	1,948	0
03.05.2020 02:00	0,772	0
03.05.2020 03:00	0,79	0
03.05.2020 04:00	0,394	0
03.05.2020 05:00	0,332	0
03.05.2020 06:00	0,378	0
03.05.2020 07:00	0,215	0,016
03.05.2020 08:00	0,41	0,019
03.05.2020 09:00	0,37	0,081
03.05.2020 10:00	1,1	0,569
03.05.2020 11:00	3,115	0,462
03.05.2020 12:00	0,529	0,329
03.05.2020 13:00	1,898	0,689
03.05.2020 14:00	0,466	1,369
03.05.2020 15:00	2,432	0,071
03.05.2020 16:00	2,956	0,307
03.05.2020 17:00	1,202	0,833
03.05.2020 18:00	1,792	0,073
03.05.2020 19:00	1,883	0,099
03.05.2020 20:00	1,387	0,024
03.05.2020 21:00	1,608	0
03.05.2020 22:00	1,514	0
03.05.2020 23:00	1,37	0
03.05.2020 00:00	1,91	0
04.05.2020 01:00	1,612	0
04.05.2020 02:00	3,224	0
04.05.2020 03:00	1,404	0
04.05.2020 04:00	1,21	0
04.05.2020 05:00	1,67	0
04.05.2020 06:00	0,792	0
04.05.2020 07:00	0,071	0,373
04.05.2020 08:00	0,285	1,342
04.05.2020 09:00	0,257	2,989
04.05.2020 10:00	0,283	3,478
04.05.2020 11:00	1,796	3,149
04.05.2020 12:00	0,46	2,888
04.05.2020 13:00	1,578	2,126
04.05.2020 14:00	0,255	2,169
04.05.2020 15:00	0,825	4,057
04.05.2020 16:00	0,742	2,458
04.05.2020 17:00	0,693	1,016
04.05.2020 18:00	0,509	0,198
04.05.2020 19:00	1,431	0,02
04.05.2020 20:00	1,798	0,014
04.05.2020 21:00	3,638	0
04.05.2020 22:00	0,915	0
04.05.2020 23:00	1,089	0
04.05.2020 00:00	1,325	0
05.05.2020 01:00	1,383	0
05.05.2020 02:00	1,086	0
05.05.2020 03:00	0,473	0
05.05.2020 04:00	1,156	0
05.05.2020 05:00	1,127	0
05.05.2020 06:00	0,681	0
05.05.2020 07:00	0,349	0
05.05.2020 08:00	0,317	0
05.05.2020 09:00	0,949	0,147
05.05.2020 10:00	0,361	3,005
05.05.2020 11:00	1,98	3,736
05.05.2020 12:00	0,508	3,169
05.05.2020 13:00	0,278	2,307
05.05.2020 14:00	1,962	1,465
05.05.2020 15:00	0,221	2,413
05.05.2020 16:00	0,293	1,782
05.05.2020 17:00	0,834	0,852
05.05.2020 18:00	0,61	0,117
05.05.2020 19:00	0,596	0,072
05.05.2020 20:00	1,617	0,002
05.05.2020 21:00	2,563	0
05.05.2020 22:00	1,868	0
05.05.2020 23:00	7,215	0
05.05.2020 00:00	3,136	0
06.05.2020 01:00	2,275	0
06.05.2020 02:00	1,378	0
06.05.2020 03:00	1,087	0
06.05.2020 04:00	2,509	0
06.05.2020 05:00	0,754	0
06.05.2020 06:00	1,266	0,001
06.05.2020 07:00	0,202	0,017
06.05.2020 08:00	0,165	0,043
06.05.2020 09:00	3,03	0,01
06.05.2020 10:00	3,333	0,006
06.05.2020 11:00	6,117	0,052
06.05.2020 12:00	5,939	0,056
06.05.2020 13:00	1,538	0,063
06.05.2020 14:00	1,128	0,292
06.05.2020 15:00	0,424	0,656
06.05.2020 16:00	0,573	0,38
06.05.2020 17:00	2,029	0,263
06.05.2020 18:00	2,046	0,294
06.05.2020 19:00	1,527	0,106
06.05.2020 20:00	1,778	0,033
06.05.2020 21:00	2,313	0
06.05.2020 22:00	2,405	0
06.05.2020 23:00	1,73	0
06.05.2020 00:00	2,716	0
07.05.2020 01:00	1,371	0
07.05.2020 02:00	0,967	0
07.05.2020 03:00	0,88	0
07.05.2020 04:00	0,751	0
07.05.2020 05:00	1,205	0
07.05.2020 06:00	1,584	0
07.05.2020 07:00	0,3	0,306
07.05.2020 08:00	0,477	1,284
07.05.2020 09:00	0,321	2,979
07.05.2020 10:00	3,041	1,341
07.05.2020 11:00	0,41	0,928
07.05.2020 12:00	1,156	0,708
07.05.2020 13:00	0,816	1,665
07.05.2020 14:00	0,4	1,328
07.05.2020 15:00	0,739	1,568
07.05.2020 16:00	0,884	0,964
07.05.2020 17:00	0,28	0,863
07.05.2020 18:00	0,422	0,247
07.05.2020 19:00	0,7	0,024
07.05.2020 20:00	2,844	0
07.05.2020 21:00	5,066	0
07.05.2020 22:00	2,112	0
07.05.2020 23:00	1,704	0
07.05.2020 00:00	1,952	0
08.05.2020 01:00	2,382	0
08.05.2020 02:00	0,828	0
08.05.2020 03:00	0,634	0
08.05.2020 04:00	0,675	0
08.05.2020 05:00	1,146	0
08.05.2020 06:00	0,315	0,008
08.05.2020 07:00	0,055	0,362
08.05.2020 08:00	0,488	1,33
08.05.2020 09:00	1,262	2,305
08.05.2020 10:00	0,249	3,975
08.05.2020 11:00	2,878	3,186
08.05.2020 12:00	0,078	5,607
08.05.2020 13:00	0,302	5,209
08.05.2020 14:00	0,024	4,902
08.05.2020 15:00	0	4,011
08.05.2020 16:00	0,446	1,763
08.05.2020 17:00	1,376	0,924
08.05.2020 18:00	0,659	0,324
08.05.2020 19:00	0,836	0,124
08.05.2020 20:00	0,813	0,019
08.05.2020 21:00	0,792	0
08.05.2020 22:00	8,698	0
08.05.2020 23:00	1,628	0
08.05.2020 00:00	2,981	0
09.05.2020 01:00	1,368	0
09.05.2020 02:00	0,379	0
09.05.2020 03:00	0,822	0
09.05.2020 04:00	1,153	0
09.05.2020 05:00	0,327	0
09.05.2020 06:00	0,304	0,004
09.05.2020 07:00	0,034	0,467
09.05.2020 08:00	0	1,539
09.05.2020 09:00	0,675	2,561
09.05.2020 10:00	0,915	3,597
09.05.2020 11:00	1,456	3,849
09.05.2020 12:00	0,151	5,062
09.05.2020 13:00	0,793	4,343
09.05.2020 14:00	0,007	5,415
09.05.2020 15:00	0,04	4,011
09.05.2020 16:00	0,027	2,227
09.05.2020 17:00	0,855	0,808
09.05.2020 18:00	0,799	0,403
09.05.2020 19:00	0,395	0,189
09.05.2020 20:00	0,538	0,009
09.05.2020 21:00	0,962	0
09.05.2020 22:00	1,151	0
09.05.2020 23:00	1,161	0
09.05.2020 00:00	2,267	0
10.05.2020 01:00	1,831	0
10.05.2020 02:00	0,346	0
10.05.2020 03:00	0,268	0
10.05.2020 04:00	0,298	0
10.05.2020 05:00	0,334	0
10.05.2020 06:00	0,341	0,003
10.05.2020 07:00	0,032	0,361
10.05.2020 08:00	0,436	1,17
10.05.2020 09:00	0,193	2,306
10.05.2020 10:00	0,032	1,314
10.05.2020 11:00	0,066	0,74
10.05.2020 12:00	3,063	0,816
10.05.2020 13:00	0,823	2,147
10.05.2020 14:00	3,242	0,724
10.05.2020 15:00	0,808	1,262
10.05.2020 16:00	0,257	0,478
10.05.2020 17:00	0,109	0,385
10.05.2020 18:00	0,608	0,16
10.05.2020 19:00	0,752	0
10.05.2020 20:00	0,87	0
10.05.2020 21:00	1,109	0
10.05.2020 22:00	0,899	0
10.05.2020 23:00	1,167	0
10.05.2020 00:00	9,091	0
